n:46 R:0.999609 G:0.999942 B:0.999878 All:0.999809 (37.200944)
n:47 R:0.999619 G:0.999945 B:0.999880 All:0.999815 (37.321190)
n:48 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.960343)
n:49 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:50 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:51 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:52 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:53 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:54 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:55 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:56 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:57 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:58 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:59 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:60 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:61 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:62 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:63 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:64 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:65 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:66 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:67 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:68 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:69 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:70 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:71 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:72 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:73 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:74 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:75 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:76 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:77 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:78 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:79 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:80 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:81 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:82 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:83 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:84 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:85 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:86 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:87 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:88 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:89 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
n:90 R:0.999615 G:0.999920 B:0.999861 All:0.999799 (36.959242)
